req_id,picture_id,item_code,module_id,module,layer_id,position,item_width,facing,item_type,vert_facing,module_width
20347,20347_23,100020980,2,B,5,351.0,96.0,1,item,1,1000
20347,20347_23,100020981,2,B,5,454.0,96.0,1,item,1,1000
20347,20347_23,100010078,5,E,3,693.0,92.0,1,item,1,1000
20347,20347_23,100020156,5,E,3,593.0,92.0,1,item,1,1000
20347,20347_23,100020159,5,E,3,493.0,92.0,1,item,1,1000
20347,20347_23,100178701,5,E,3,793.0,92.0,1,item,1,1000
20347,20347_23,101148119,5,E,1,504.0,62.0,1,item,1,1000
20347,20347_23,101367839,5,E,1,674.0,90.0,1,item,1,1000
20347,20347_23,101367840,5,E,1,773.0,76.0,1,item,1,1000
20347,20347_23,101368026,5,E,1,575.0,90.0,1,item,1,1000
20347,20347_23,101368027,5,E,1,858.0,76.0,1,item,1,1000
20347,20347_23,101432325,5,E,2,667.0,76.0,1,item,1,1000
20347,20347_23,101432328,5,E,2,571.0,90.0,1,item,1,1000
20347,20347_23,101459428,5,E,2,495.0,70.0,1,item,1,1000
20347,20347_23,101472679,5,E,2,749.0,161.0,1,item,1,1000
20347,20347_23,100018642,5,E,2,297.0,93.0,1,item,1,1000
20347,20347_23,100018653,5,E,3,237.0,93.0,1,item,1,1000
20347,20347_23,100020872,5,E,3,338.0,93.0,1,item,1,1000
20347,20347_23,100051365,5,E,2,396.0,93.0,1,item,1,1000
20347,20347_23,100051381,5,E,5,274.0,93.0,1,item,1,1000
20347,20347_23,100051382,5,E,5,0.0,93.0,1,item,1,1000
20347,20347_23,100236304,5,E,5,378.0,99.0,1,item,1,1000
20347,20347_23,100327014,5,E,4,0.0,99.0,1,item,1,1000
20347,20347_23,100609913,5,E,4,272.0,77.0,1,item,1,1000
20347,20347_23,100609915,5,E,3,0.0,77.0,1,item,1,1000
20347,20347_23,101024811,5,E,3,160.0,69.0,1,item,1,1000
20347,20347_23,101024812,5,E,2,73.0,69.0,1,item,1,1000
20347,20347_23,101045226,5,E,3,85.0,67.0,1,item,1,1000
20347,20347_23,101377243,5,E,4,192.0,67.0,1,item,1,1000
20347,20347_23,101398646,5,E,5,185.0,78.0,1,item,1,1000
20347,20347_23,101412641,5,E,2,221.0,70.0,1,item,1,1000
20347,20347_23,101412643,5,E,2,148.0,67.0,1,item,1,1000
20347,20347_23,101432322,5,E,4,112.0,67.0,1,item,1,1000
20347,20347_23,101445024,5,E,4,362.0,131.0,1,item,1,1000
20347,20347_23,101467748,5,E,5,104.0,70.0,1,item,1,1000
20347,20347_23,100020873,3,C,3,469.0,44.0,1,item,1,1000
20347,20347_23,101024122,3,C,2,798.0,85.0,1,item,1,1000
20347,20347_23,101024124,3,C,2,895.0,85.0,1,item,1,1000
20347,20347_23,101140938,3,C,2,701.0,85.0,1,item,1,1000
20347,20347_23,101143521,3,C,3,96.0,85.0,1,item,1,1000
20347,20347_23,101143524,3,C,3,192.0,74.0,1,item,1,1000
20347,20347_23,101226412,3,C,3,373.0,85.0,1,item,1,1000
20347,20347_23,101226419,3,C,3,620.0,74.0,1,item,1,1000
20347,20347_23,101226420,3,C,3,277.0,85.0,1,item,1,1000
20347,20347_23,101226423,3,C,2,382.0,95.0,1,item,1,1000
20347,20347_23,101226424,3,C,3,891.0,95.0,1,item,1,1000
20347,20347_23,101226436,3,C,3,705.0,85.0,1,item,1,1000
20347,20347_23,101226440,3,C,3,524.0,85.0,1,item,1,1000
20347,20347_23,101226511,3,C,2,285.0,85.0,1,item,1,1000
20347,20347_23,101226515,3,C,2,188.0,85.0,1,item,1,1000
20347,20347_23,101243812,3,C,2,0.0,79.0,1,item,1,1000
20347,20347_23,101243823,3,C,3,801.0,79.0,1,item,1,1000
20347,20347_23,101397732,3,C,2,91.0,85.0,1,item,1,1000
20347,20347_23,101428527,3,C,3,0.0,85.0,1,item,1,1000
20347,20347_23,100051023,3,C,5,601.0,98.0,1,item,1,1000
20347,20347_23,100051024,3,C,4,503.0,98.0,1,item,1,1000
20347,20347_23,100051029,3,C,4,770.0,98.0,1,item,1,1000
20347,20347_23,100051031,3,C,5,493.0,98.0,1,item,1,1000
20347,20347_23,100051044,3,C,5,709.0,98.0,1,item,1,1000
20347,20347_23,100051045,3,C,4,882.0,98.0,1,item,1,1000
20347,20347_23,100066922,3,C,5,817.0,95.0,1,item,1,1000
20347,20347_23,100784503,3,C,4,615.0,67.0,1,item,1,1000
20347,20347_23,100917208,3,C,4,696.0,60.0,1,item,1,1000
20347,20347_23,100210469,3,C,4,259.0,78.0,1,item,1,1000
20347,20347_23,100210470,3,C,4,351.0,78.0,1,item,1,1000
20347,20347_23,100307006,3,C,5,55.0,78.0,1,item,1,1000
20347,20347_23,100413603,3,C,5,245.0,130.0,1,item,1,1000
20347,20347_23,100618503,3,C,4,168.0,77.0,1,item,1,1000
20347,20347_23,101371457,3,C,5,143.0,92.0,1,item,1,1000
20347,20347_23,100273902,4,D,5,104.0,93.0,1,item,1,1000
20347,20347_23,100274002,4,D,5,208.0,93.0,1,item,1,1000
20347,20347_23,100568106,4,D,5,0.0,93.0,1,item,1,1000
20347,20347_23,101371446,4,D,5,312.0,94.0,1,item,1,1000
20347,20347_23,101431925,4,D,5,417.0,93.0,1,item,1,1000
20347,20347_23,100322106,4,D,2,75.0,92.0,1,item,1,1000
20347,20347_23,100328903,4,D,2,179.0,92.0,1,item,1,1000
20347,20347_23,100393405,4,D,2,387.0,96.0,1,item,1,1000
20347,20347_23,100450205,4,D,4,817.0,96.0,1,item,1,1000
20347,20347_23,100450414,4,D,4,514.0,92.0,1,item,1,1000
20347,20347_23,100468203,4,D,4,615.0,92.0,1,item,1,1000
20347,20347_23,100495403,4,D,4,195.0,100.0,1,item,1,1000
20347,20347_23,100537103,4,D,4,413.0,92.0,1,item,1,1000
20347,20347_23,100579004,4,D,4,304.0,100.0,1,item,1,1000
20347,20347_23,100619206,4,D,2,283.0,92.0,1,item,1,1000
20347,20347_23,100619214,4,D,4,716.0,92.0,1,item,1,1000
20347,20347_23,100872813,4,D,2,579.0,67.0,1,item,1,1000
20347,20347_23,100872909,4,D,2,742.0,67.0,1,item,1,1000
20347,20347_23,101140948,4,D,2,658.0,72.0,1,item,1,1000
20347,20347_23,101140949,4,D,2,495.0,72.0,1,item,1,1000
20347,20347_23,101142114,4,D,3,583.0,67.0,1,item,1,1000
20347,20347_23,101142115,4,D,3,743.0,67.0,1,item,1,1000
20347,20347_23,101184709,4,D,3,259.0,67.0,1,item,1,1000
20347,20347_23,101184808,4,D,3,423.0,67.0,1,item,1,1000
20347,20347_23,101244533,4,D,4,95.0,91.0,1,item,1,1000
20347,20347_23,101371466,4,D,4,0.0,86.0,1,item,1,1000
20347,20347_23,101380128,4,D,3,502.0,69.0,1,item,1,1000
20347,20347_23,101380129,4,D,3,662.0,69.0,1,item,1,1000
20347,20347_23,101380483,4,D,2,0.0,63.0,1,item,1,1000
20347,20347_23,101393436,4,D,5,521.0,67.0,1,item,1,1000
20347,20347_23,101422831,4,D,3,174.0,73.0,1,item,1,1000
20347,20347_23,101425283,4,D,3,338.0,73.0,1,item,1,1000
20347,20347_23,101441321,4,D,3,87.0,75.0,1,item,1,1000
20347,20347_23,101441323,4,D,3,0.0,75.0,1,item,1,1000
20347,20347_23,100419502,2,B,2,424.0,76.0,1,item,1,1000
20347,20347_23,100419503,2,B,2,515.0,76.0,1,item,1,1000
20347,20347_23,100786103,2,B,3,800.0,81.0,1,item,1,1000
20347,20347_23,100786104,2,B,3,895.0,81.0,1,item,1,1000
20347,20347_23,101212808,2,B,3,363.0,77.0,1,item,1,1000
20347,20347_23,101228127,2,B,2,184.0,65.0,1,item,1,1000
20347,20347_23,101329917,2,B,3,272.0,77.0,1,item,1,1000
20347,20347_23,101377025,2,B,2,606.0,84.0,1,item,1,1000
20347,20347_23,101377028,2,B,2,705.0,84.0,1,item,1,1000
20347,20347_23,101393437,2,B,3,193.0,65.0,1,item,1,1000
20347,20347_23,101393446,2,B,2,344.0,65.0,1,item,1,1000
20347,20347_23,101393466,2,B,3,454.0,65.0,1,item,1,1000
20347,20347_23,101393499,2,B,3,533.0,65.0,1,item,1,1000
20347,20347_23,101393506,2,B,2,264.0,65.0,1,item,1,1000
20347,20347_23,101426159,2,B,2,804.0,79.0,1,item,1,1000
20347,20347_23,101426161,2,B,2,898.0,79.0,1,item,1,1000
20347,20347_23,101463428,2,B,3,706.0,80.0,1,item,1,1000
20347,20347_23,101463432,2,B,3,612.0,80.0,1,item,1,1000
20347,20347_23,100492608,7,G,3,323.0,91.0,1,item,1,1000
20347,20347_23,100492612,7,G,2,94.0,91.0,1,item,1,1000
20347,20347_23,100492613,7,G,3,216.0,91.0,1,item,1,1000
20347,20347_23,100530302,7,G,2,292.0,91.0,1,item,1,1000
20347,20347_23,100530403,7,G,2,193.0,91.0,1,item,1,1000
20347,20347_23,101304009,7,G,4,292.0,60.0,1,item,1,1000
20347,20347_23,101304209,7,G,4,364.0,60.0,1,item,1,1000
20347,20347_23,101304212,7,G,4,436.0,60.0,1,item,1,1000
20347,20347_23,101371442,7,G,4,73.0,61.0,1,item,1,1000
20347,20347_23,101371447,7,G,4,0.0,61.0,1,item,1,1000
20347,20347_23,101371451,7,G,4,219.0,61.0,1,item,1,1000
20347,20347_23,101371455,7,G,4,146.0,61.0,1,item,1,1000
20347,20347_23,101426123,7,G,1,207.0,50.0,1,item,1,1000
20347,20347_23,101426128,7,G,1,272.0,50.0,1,item,1,1000
20347,20347_23,101436725,7,G,1,105.0,87.0,1,item,1,1000
20347,20347_23,101437323,7,G,3,106.0,94.0,1,item,1,1000
20347,20347_23,101459426,7,G,5,490.0,90.0,1,item,1,1000
20347,20347_23,101459429,7,G,3,0.0,90.0,1,item,1,1000
20347,20347_23,101459432,7,G,1,0.0,90.0,1,item,1,1000
20347,20347_23,101462524,7,G,2,0.0,86.0,1,item,1,1000
20347,20347_23,101463023,7,G,5,595.0,94.0,1,item,1,1000
20347,20347_23,100573802,3,C,4,0.0,70.0,1,item,1,1000
20347,20347_23,100575604,3,C,4,84.0,70.0,1,item,1,1000
20347,20347_23,100718907,5,E,4,946.0,39.0,1,item,1,1000
20347,20347_23,100873508,2,B,2,94.0,75.0,1,item,1,1000
20347,20347_23,101244530,2,B,2,0.0,79.0,1,item,1,1000
20347,20347_23,100896715,4,D,5,599.0,65.0,1,item,1,1000
20347,20347_23,101007220,4,D,5,675.0,65.0,1,item,1,1000
20347,20347_23,101371440,4,D,5,908.0,77.0,1,item,1,1000
20347,20347_23,101432323,4,D,5,751.0,67.0,1,item,1,1000
20347,20347_23,101448721,4,D,5,829.0,68.0,1,item,1,1000
20347,20347_23,100900711,2,B,5,264.0,80.0,1,item,1,1000
20347,20347_23,101184510,2,B,5,0.0,80.0,1,item,1,1000
20347,20347_23,101184608,2,B,5,87.0,80.0,1,item,1,1000
20347,20347_23,101455328,2,B,5,174.0,83.0,1,item,1,1000
20347,20347_23,100917010,2,B,4,268.0,72.0,1,item,1,1000
20347,20347_23,101404329,2,B,4,183.0,72.0,1,item,1,1000
20347,20347_23,101473134,2,B,4,353.0,180.0,1,item,1,1000
20347,20347_23,101127746,2,B,4,861.0,125.0,1,item,1,1000
20347,20347_23,101127813,2,B,4,546.0,92.0,1,item,1,1000
20347,20347_23,101127814,2,B,4,651.0,92.0,1,item,1,1000
20347,20347_23,101127815,2,B,4,756.0,92.0,1,item,1,1000
20347,20347_23,101140933,7,G,3,529.0,62.0,1,item,1,1000
20347,20347_23,101140934,7,G,3,685.0,62.0,1,item,1,1000
20347,20347_23,101140935,7,G,3,607.0,62.0,1,item,1,1000
20347,20347_23,101268608,7,G,1,526.0,69.0,1,item,1,1000
20347,20347_23,101268808,7,G,1,694.0,69.0,1,item,1,1000
20347,20347_23,101268809,7,G,1,610.0,69.0,1,item,1,1000
20347,20347_23,101268908,7,G,1,778.0,69.0,1,item,1,1000
20347,20347_23,101269008,7,G,1,862.0,38.0,1,item,1,1000
20347,20347_23,101377023,7,G,2,603.0,67.0,1,item,1,1000
20347,20347_23,101377024,7,G,4,508.0,48.0,1,item,1,1000
20347,20347_23,101377035,7,G,2,753.0,67.0,1,item,1,1000
20347,20347_23,101377038,7,G,2,678.0,67.0,1,item,1,1000
20347,20347_23,101412124,7,G,4,568.0,67.0,1,item,1,1000
20347,20347_23,101412130,7,G,2,919.0,67.0,1,item,1,1000
20347,20347_23,101412133,7,G,1,915.0,67.0,1,item,1,1000
20347,20347_23,101412135,7,G,4,647.0,67.0,1,item,1,1000
20347,20347_23,101431522,7,G,2,828.0,83.0,1,item,1,1000
20347,20347_23,101450821,7,G,3,839.0,60.0,1,item,1,1000
20347,20347_23,101450822,7,G,3,763.0,60.0,1,item,1,1000
20347,20347_23,101143508,5,E,4,590.0,71.0,1,item,1,1000
20347,20347_23,101143509,5,E,4,674.0,71.0,1,item,1,1000
20347,20347_23,101143510,5,E,5,570.0,71.0,1,item,1,1000
20347,20347_23,101143511,5,E,5,488.0,71.0,1,item,1,1000
20347,20347_23,101143512,5,E,4,506.0,71.0,1,item,1,1000
20347,20347_23,101371444,5,E,5,652.0,87.0,1,item,1,1000
20347,20347_23,101346724,7,G,4,813.0,81.0,1,item,1,1000
20347,20347_23,101346741,7,G,4,726.0,75.0,1,item,1,1000
20347,20347_23,101346748,7,G,5,704.0,81.0,1,item,1,1000
20347,20347_23,101346753,7,G,5,800.0,81.0,1,item,1,1000
20347,20347_23,101346761,7,G,4,906.0,81.0,1,item,1,1000
20347,20347_23,101330808,6,F,5,104.0,80.0,1,item,1,1000
20347,20347_23,101330809,6,F,4,0.0,80.0,1,item,1,1000
20347,20347_23,101330810,6,F,3,0.0,88.0,1,item,1,1000
20347,20347_23,101330908,6,F,5,0.0,88.0,1,item,1,1000
20347,20347_23,101331008,6,F,4,88.0,80.0,1,item,1,1000
20347,20347_23,101345408,6,F,5,828.0,40.0,1,item,1,1000
20347,20347_23,101347008,6,F,5,884.0,40.0,1,item,1,1000
20347,20347_23,101412790,6,F,5,940.0,40.0,1,item,1,1000
20347,20347_23,101417921,6,F,3,839.0,65.0,1,item,1,1000
20347,20347_23,101417923,6,F,2,628.0,65.0,1,item,1,1000
20347,20347_23,101417926,6,F,3,916.0,65.0,1,item,1,1000
20347,20347_23,101417928,6,F,3,685.0,65.0,1,item,1,1000
20347,20347_23,101417931,6,F,2,553.0,65.0,1,item,1,1000
20347,20347_23,101425031,6,F,2,500.0,43.0,1,item,1,1000
20347,20347_23,101432525,6,F,5,706.0,45.0,1,item,1,1000
20347,20347_23,101432531,6,F,5,767.0,45.0,1,item,1,1000
20347,20347_23,101448727,6,F,3,762.0,65.0,1,item,1,1000
20347,20347_23,101459430,6,F,5,492.0,91.0,1,item,1,1000
20347,20347_23,101459434,6,F,5,599.0,91.0,1,item,1,1000
20347,20347_23,101460141,6,F,3,633.0,40.0,1,item,1,1000
20347,20347_23,101460147,6,F,3,581.0,40.0,1,item,1,1000
20347,20347_23,101469424,6,F,4,754.0,60.0,1,item,1,1000
20347,20347_23,101469425,6,F,4,618.0,60.0,1,item,1,1000
20347,20347_23,101469557,6,F,4,503.0,56.0,1,item,1,1000
20347,20347_23,101470224,6,F,4,822.0,87.0,1,item,1,1000
20347,20347_23,101470226,6,F,4,686.0,60.0,1,item,1,1000
20347,20347_23,101470247,6,F,4,567.0,43.0,1,item,1,1000
20347,20347_23,101473131,6,F,2,703.0,208.0,1,item,1,1000
20347,20347_23,101353318,5,E,5,903.0,86.0,1,item,1,1000
20347,20347_23,101401358,5,E,5,807.0,85.0,1,item,1,1000
20347,20347_23,101377021,1,A,3,651.0,51.0,1,item,1,1000
20347,20347_23,101452428,1,A,3,584.0,50.0,1,item,1,1000
20347,20347_23,101455322,1,A,3,451.0,49.0,1,item,1,1000
20347,20347_23,101465122,1,A,3,517.0,50.0,1,item,1,1000
20347,20347_23,101469821,1,A,3,719.0,195.0,1,item,1,1000
20347,20347_23,101392724,1,A,4,782.0,105.0,1,item,1,1000
20347,20347_23,101393321,1,A,4,667.0,105.0,1,item,1,1000
20347,20347_23,101429248,1,A,5,609.0,64.0,1,item,1,1000
20347,20347_23,101429249,1,A,5,683.0,65.0,1,item,1,1000
20347,20347_23,101429250,1,A,5,197.0,90.0,1,item,1,1000
20347,20347_23,101429922,1,A,5,429.0,90.0,1,item,1,1000
20347,20347_23,101431825,1,A,5,529.0,70.0,1,item,1,1000
20347,20347_23,101436235,1,A,5,758.0,180.0,1,item,1,1000
20347,20347_23,101448932,1,A,4,518.0,91.0,1,item,1,1000
20347,20347_23,101448949,1,A,4,619.0,38.0,1,item,1,1000
20347,20347_23,101448952,1,A,4,321.0,38.0,1,item,1,1000
20347,20347_23,101449229,1,A,4,220.0,91.0,1,item,1,1000
20347,20347_23,101451426,1,A,4,369.0,91.0,1,item,1,1000
20347,20347_23,101451427,1,A,4,897.0,91.0,1,item,1,1000
20347,20347_23,101452821,1,A,4,470.0,38.0,1,item,1,1000
20347,20347_23,101463161,1,A,5,297.0,38.0,1,item,1,1000
20347,20347_23,101467531,1,A,5,345.0,74.0,1,item,1,1000
20347,20347_23,101385131,1,A,3,195.0,100.0,1,item,1,1000
20347,20347_23,101385252,1,A,3,374.0,60.0,1,item,1,1000
20347,20347_23,101406022,1,A,3,312.0,45.0,1,item,1,1000
20347,20347_23,101434426,1,A,2,147.0,63.0,1,item,1,1000
20347,20347_23,101434440,1,A,2,225.0,95.0,1,item,1,1000
20347,20347_23,101434924,1,A,2,335.0,49.0,1,item,1,1000
20347,20347_23,101397623,5,E,4,758.0,33.0,1,item,1,1000
20347,20347_23,101417927,5,E,4,804.0,129.0,1,item,1,1000
20347,20347_23,101406533,1,A,3,130.0,48.0,1,item,1,1000
20347,20347_23,101448023,1,A,4,79.0,49.0,1,item,1,1000
20347,20347_23,101448024,1,A,5,138.0,49.0,1,item,1,1000
20347,20347_23,101448030,1,A,2,0.0,52.0,1,item,1,1000
20347,20347_23,101454626,1,A,3,61.0,52.0,1,item,1,1000
20347,20347_23,101454627,1,A,5,0.0,49.0,1,item,1,1000
20347,20347_23,101466943,1,A,2,67.0,65.0,1,item,1,1000
20347,20347_23,101468330,1,A,3,0.0,44.0,1,item,1,1000
20347,20347_23,101473032,1,A,5,59.0,69.0,1,item,1,1000
20347,20347_23,101473421,1,A,4,0.0,69.0,1,item,1,1000
20347,20347_23,101412126,7,G,5,85.0,70.0,1,item,1,1000
20347,20347_23,101412128,7,G,5,170.0,70.0,1,item,1,1000
20347,20347_23,101412132,7,G,5,0.0,70.0,1,item,1,1000
20347,20347_23,101412136,7,G,5,255.0,70.0,1,item,1,1000
20347,20347_23,101413521,7,G,5,340.0,135.0,1,item,1,1000
20347,20347_23,101460143,2,B,4,0.0,81.0,1,item,1,1000
20347,20347_23,101460144,2,B,3,95.0,84.0,1,item,1,1000
20347,20347_23,101460145,2,B,4,94.0,76.0,1,item,1,1000
20347,20347_23,101460146,2,B,3,0.0,81.0,1,item,1,1000
20347,20347_23,101473224,1,A,2,474.0,180.0,1,item,1,1000
20347,20347_23,101469426,3,C,5,0.0,45.0,1,item,1,1000
20347,20347_23,101476621,2,B,1,314.0,100.0,1,item,1,1000
20347,20347_23,101476622,2,B,1,154.0,74.0,1,item,1,1000
20347,20347_23,101476623,2,B,1,234.0,74.0,1,item,1,1000
20347,20347_23,101477221,2,B,1,0.0,148.0,1,item,1,1000
20347,20347_23,96,2,B,1,498.0,495.0,1,tray,1,1000
20347,20347_23,71,4,D,1,0.0,990.0,1,tray,1,1000
20347,20347_23,73,5,E,1,0.0,495.0,1,tray,1,1000
20347,20347_23,8,3,C,2,489.0,200.0,1,tray,1,1000
20347,20347_23,100,3,C,1,0.0,990.0,1,tray,1,1000
20347,20347_23,11,1,A,1,0.0,490.0,1,tray,1,1000
20347,20347_23,103,1,A,1,497.0,495.0,1,tray,1,1000
20347,20347_23,24,6,F,2,0.0,490.0,1,tray,1,1000
20347,20347_23,13,6,F,1,500.0,490.0,1,tray,1,1000
20347,20347_23,6,6,F,1,0.0,490.0,1,tray,1,1000
20347,20347_23,100020974,2,B,5,746.0,73.0,1,item,1,1000
20347,20347_23,100020975,2,B,5,927.0,73.0,1,item,1,1000
20347,20347_23,100020976,2,B,5,644.0,96.0,1,item,1,1000
20347,20347_23,100020977,2,B,5,825.0,96.0,1,item,1,1000
20348,20347_23,100006545,2,B,5,557.0,80.0,1,item,1,1000
